Select,Motivation_Statement,Motivation_Type,Description,Underlying_Need_Or_Desire,Strength_Or_Importance_Indication,Source_Document_Reference,Evidence_Snippets,Keywords
true,"To find a gentle, natural soap that cleanses without irritation.",Functional,"Users look for natural, non-toxic skincare products that effectively clean while respecting sensitive skin, driven by a need for safety and purity.","Safety, purity, skin comfort",Strong,Post about Less Soap Organic Soap,"['made with organic extra virgin olive oil', 'zero harsh fillers or fragrances', 'my skin feels clean, soft, and calm']","['natural', 'organic', 'gentle', 'cleanser']"
true,"To enjoy a relaxing, effective facial skincare routine that fits into my busy life.",Emotional,"The user seeks comfort and self-care through simple, effective skincare rituals that provide a sense of balance and well-being amidst a hectic schedule.","Relaxation, self-care, balance",Important,Post about Facial Skincare Routine with French Products,"['mon petit rituel préféré pour le visage', '20 minutes time for you, in which your skin pays back with glow and softness', 'a moment of self-care']","['self-care', 'relaxation', 'routine', 'balancing']"
true,"To maintain healthy, glowing skin by using effective, trusted skincare products.",Functional,"Users desire visible improvements in skin health and appearance through reliable and proven skincare routines, driven by a need for efficacy and trust in products.","Health, efficacy, trust",Major,Post about Consuelo’s Skincare Routine with Carenatural Beauty,"['products have been part of my journey of skincare', 'each version of me', 'part of my routine']","['skincare', 'trust', 'glow', 'health']"
true,To indulge in small self-care rituals that make me feel balanced and confident.,Emotional,The user seeks emotional comfort and a sense of self-empowerment through engaging in personal beauty routines that foster confidence and well-being.,"Confidence, well-being, self-empowerment",Important,Post about Age Code Face Masks,"['20 minutes time for you', 'skin pays back with glow and softness', 'a ritual for balance']","['self-care', 'confidence', 'ritual', 'balance']"
true,"To enjoy fun, colorful, and nourishing lip care that satisfies my sweet cravings.",Emotional,"The user is driven by a desire for pleasurable, tasty products that also care for their lips, combining enjoyment with beauty.","Enjoyment, satisfaction, self-care",Major,Post about Vitamasques Cinnamon Sugar Lip Balm,"['smells so good it deserves a warning label', 'softens lips and keeps them juicy all day', 'enriched with peptides & plant butters']","['lip balm', 'pleasure', 'scent', 'nourishment']"
true,"To look and feel beautiful with minimal effort, using effective skincare products.",Emotional,"Users want to enhance their appearance effortlessly through trusted, high-quality products that make them feel attractive and confident.","Beauty, confidence, simplicity",Important,Post about GlowVibes Box and Natural Skincare,"['integrated into my routine', 'natural and useful products', 'efficacy and authenticity']","['beauty', 'effortless', 'confidence', 'natural']"
true,To achieve a radiant and fresh complexion with easy-to-use skincare products.,Functional,"The user seeks to wake up their skin quickly and effectively, driven by a desire for convenience and visible glow.",Efficacy and ease,Major,Post about Origins GinZing Moisturizers,"['instantly wakes up your skin', 'radiant and fresh with Pearl Glow or sunkissed with Bronze Glow', 'touch of tint? Chef’s kiss']","['glow', 'moisturizer', 'effortless', 'radiance']"
true,"To express my individuality and creativity through natural, vibrant beauty products.",Social,The user is motivated by a desire to stand out and showcase their personality through unique and lively skincare and beauty choices.,Self-expression and individuality,Moderate,Post about Hoppa Beauty Campaign,"['separate excitement in every frame', 'a bit of naturalness, a bit of sparkle', 'within Hoppa’s free-spirited world']","['self-expression', 'vibrant', 'natural', 'individuality']"
true,To feel inspired and appreciated by others' recognition.,Emotional,"The user seeks emotional validation and motivation through positive comments and recognition from others, which boosts self-esteem and feelings of belonging.","Recognition, belonging, self-esteem",Strong,User comments on social media content,"[""Girl, you're glowing!"", 'Watching you for awhile and love your content and watching you grow. Inspiring me for sure!']","['recognition', 'inspiration', 'validation']"
true,"To discover and try new products that align with my values, such as cruelty-free cosmetics.",Functional,"The user wants to find and explore new products that match their ethical standards, like cruelty-free items, driven by a desire for ethical consumption.","Security, ethical alignment",Minor to moderate,Social media comments about cruelty-free products,['Love that they are cruelty free!'],"['cruelty-free', 'discovery', 'ethical']"
true,To feel pampered and spoiled by enjoying luxurious beauty products.,Emotional,The user seeks emotional satisfaction and a sense of indulgence through beauty products that feel special and treat themselves.,"Enjoyment, self-care, relaxation",Critical,Product description and comments on luxury skincare,"['oh how fun being spoiled with milk products', 'It was a blast']","['pampering', 'luxury', 'self-care']"
true,To look fashionable and stylish by wearing trendy outfits and accessories.,Emotional,"The user is motivated by the desire to enhance their appearance and self-image through fashionable clothing and accessories, seeking positive social perception.","Self-esteem, social acceptance",Strong,Comments about fashion items and outfits,"['Eeek love the romper!', 'Talk to me about those shortalls!! I love them!!!']","['fashion', 'style', 'self-image']"
true,"To maintain and improve my skin health through effective, natural, and safe skincare routines.",Functional,"The user seeks to restore and protect their skin using organic and high-quality products that are gentle yet effective, rooted in a desire for healthy skin.","Health, security, efficacy",Critical,Descriptions of skincare products and user comments,"['The Organic Pharmacy... подходит для чувствительной и комбинированной кожи.', 'Цель — восстановление барьера, снижение воспалений, контроль себума и профилактика старения.']","['skincare', 'health', 'natural']"
true,To achieve a radiant and youthful appearance by using anti-aging and revitalizing skincare products.,Emotional,"The user is driven by the desire to look youthful and vibrant, seeking products that stimulate collagen and reduce signs of aging.","Youthfulness, confidence, appearance",Critical,Product descriptions of anti-aging creams and serums,"['Rose Rejuvenating Face Cream... упругость, питание, коллагеностимуляция', 'Упругость, питание, коллагеностимуляция']","['anti-aging', 'youth', 'radiance']"
true,To feel confident and prepared by using quality hygiene and safety standards in beauty treatments.,Functional,"The user values high hygiene standards to ensure safety and comfort in cosmetic procedures, driven by health concerns and desire for reliability.","Security, safety, trust",Critical,Post about hygiene protocols at a beauty studio,"['Cleanliness is non-negotiable at Pigment.lab', '100% disposable tools', 'Medical-grade disinfectants between treatments']","['hygiene', 'safety', 'trust']"
true,To enhance my appearance quickly and effortlessly with multi-use beauty products.,Functional,"The user desires convenient, multi-tasking makeup and skincare solutions that save time and simplify their routine while providing a natural glow.","Efficiency, simplicity, appearance",Strong,Product descriptions and social media posts about multi-use makeup,"['Innowacyjna, kremowa formuła, pielęgnacja i makijaż w jednym.', 'Te produkty doskonale wpisują się w potrzeby nowoczesnej pielęgnacji „on the go”']","['convenience', 'efficiency', 'multi-tasking']"
